# TestSimulation (Up to date)
# 636 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.858,236.45,236.45,46.178,46.427,-16.263,16.297,19.224,0.003,19.224,89.99,4.804,1.044,28.61,-80.6,0.05,1.043e-4,8.799,0.032,81.848,89.988,60.459,12.3,9.526e-4,9.847e-6,9.791,31.927,23.959,3.187,0,0,0.396,0.619,0.433,0.064,0.122,0.619,0.01,0.032,1.155e-4,0,0,0,0,8.496e-4,1.852,90,13.463,985.518,0.001,339.458,0.137,1.318e6,2.5,4.909,0.039,0.127,0.006
3.897,238.235,238.235,45.547,45.796,-16.172,16.178,19.41,0.003,19.41,89.99,4.776,0.442,28.61,-80.6,0.236,1.032e-4,-6.224,0.01,81.535,89.985,60.459,12.3,9.526e-4,9.847e-6,9.791,31.869,23.959,3.164,0,0,0.385,0.619,0.433,0.064,0.122,0.619,0.049,0.156,-1.743e-4,0,0,0,0,-4.37e-4,1.811,90,13.451,985.309,0.001,339.45,0.136,1.299e6,2.5,4.909,0.027,0.128,0.006
3.925,239.475,239.475,45.106,45.357,-16.047,16.054,19.541,0.003,19.541,89.99,4.764,0.475,28.61,-80.6,0.222,1.035e-4,-2.172,-7.336e-4,81.421,89.983,60.459,12.3,9.526e-4,9.847e-6,9.791,31.873,23.959,3.165,0,0,0.378,0.619,0.433,0.064,0.122,0.619,0.046,0.147,3.119e-4,0,0,0,0,-5.424e-5,1.862,90,13.443,985.164,0.001,339.446,0.134,1.287e6,2.5,4.909,0.03,0.128,0.006
3.954,240.799,240.799,44.634,44.886,-15.884,15.899,19.681,0.003,19.681,89.99,4.747,0.693,28.61,-80.6,0.112,1.008e-4,0.799,-0.002,81.406,89.983,60.459,12.3,9.526e-4,9.847e-6,9.791,31.907,23.959,3.179,0,0,0.37,0.619,0.433,0.064,0.122,0.619,0.023,0.074,2.257e-4,0,0,0,0,7.483e-6,1.91,90,13.435,985.008,0.001,339.44,0.133,1.274e6,2.5,4.909,0.044,0.129,0.006
3.999,242.761,242.761,43.936,44.188,-15.667,15.689,19.891,0.003,19.891,89.99,4.713,0.845,28.61,-80.6,0.02,9.928e-5,2.633,-0.014,81.491,89.986,60.459,12.3,9.526e-4,9.847e-6,9.791,31.935,23.959,3.19,0,0,0.359,0.619,0.433,0.064,0.122,0.619,0.004,0.013,8.808e-5,0,0,0,0,8.393e-5,1.845,90,13.422,984.778,0.001,339.433,0.131,1.254e6,2.5,4.909,0.05,0.129,0.006
4.049,244.938,244.938,43.159,43.41,-15.403,15.452,20.125,0.004,20.125,89.99,4.66,1.222,28.61,-80.6,0.197,9.477e-5,0.249,0.003,81.571,89.988,60.459,12.3,9.526e-4,9.847e-6,9.791,31.88,23.959,3.168,0,0,0.346,0.619,0.433,0.064,0.122,0.619,0.041,0.13,-4.914e-4,0,0,0,0,7.768e-7,1.887,90,13.408,984.523,0.001,339.424,0.129,1.232e6,2.5,4.909,0.037,0.13,0.006
4.085,246.507,246.507,42.598,42.848,-15.258,15.305,20.295,0.004,20.295,89.99,4.615,1.198,28.61,-80.6,0.196,9.937e-5,4.443,0.009,81.485,89.988,60.459,12.3,9.526e-4,9.847e-6,9.791,31.88,23.959,3.168,0,0,0.337,0.619,0.433,0.064,0.122,0.619,0.041,0.13,-1.914e-4,0,0,0,0,2.539e-4,1.913,90,13.398,984.339,0.001,339.418,0.127,1.216e6,2.5,4.909,0.037,0.13,0.005
4.123,248.093,248.093,42.029,42.277,-15.141,15.172,20.467,0.004,20.467,89.99,4.574,0.982,28.61,-80.6,0.084,1.015e-4,7.302,0.027,81.257,89.988,60.459,12.3,9.526e-4,9.847e-6,9.791,31.915,23.959,3.182,0,0,0.329,0.619,0.433,0.064,0.122,0.619,0.017,0.054,-4.097e-5,0,0,0,0,7.04e-4,1.952,90,13.387,984.153,0.001,339.412,0.125,1.2e6,2.5,4.909,0.05,0.131,0.005
4.173,250.176,250.176,41.275,41.523,-14.986,15.005,20.695,0.004,20.695,89.99,4.532,0.751,28.61,-80.6,0.049,1.03e-4,-7.152,-7.689e-4,80.884,89.986,60.459,12.3,9.526e-4,9.847e-6,9.791,31.925,23.959,3.186,0,0,0.317,0.618,0.433,0.064,0.122,0.618,0.01,0.033,-6.675e-6,0,0,0,0,-6.994e-4,2.055,90,13.374,983.909,0.001,339.403,0.123,1.179e6,2.5,4.909,0.05,0.131,0.005
4.223,252.221,252.221,40.53,40.779,-14.822,14.835,20.92,0.004,20.92,89.989,4.496,0.632,28.61,-80.6,0.121,1.007e-4,-5.378,-0.014,80.564,89.983,60.459,12.3,9.526e-4,9.847e-6,9.791,31.903,23.959,3.177,0,0,0.306,0.618,0.433,0.064,0.122,0.618,0.025,0.08,3.044e-4,0,0,0,0,-4.096e-4,2.152,90,13.361,983.669,0.001,339.395,0.121,1.158e6,2.5,4.909,0.05,0.131,0.005
4.273,254.229,254.229,39.793,40.043,-14.653,14.663,21.144,0.004,21.144,89.989,4.467,0.558,28.61,-80.6,0.162,9.837e-5,-1.914,-0.008,80.379,89.984,60.459,12.3,9.526e-4,9.847e-6,9.791,31.89,23.959,3.172,0,0,0.295,0.618,0.433,0.064,0.122,0.618,0.034,0.107,4.874e-4,0,0,0,0,-5.379e-5,2.163,90,13.348,983.433,0.001,339.387,0.119,1.138e6,2.5,4.909,0.05,0.132,0.005
4.323,256.201,256.201,39.066,39.317,-14.453,14.469,21.367,0.004,21.367,89.989,4.437,0.68,28.61,-80.6,0.072,9.931e-5,1.068,-0.007,80.368,89.986,60.459,12.3,9.526e-4,9.847e-6,9.791,31.917,23.959,3.183,0,0,0.285,0.618,0.433,0.064,0.122,0.618,0.015,0.048,-3.632e-4,0,0,0,0,1.737e-5,2.143,90,13.335,983.202,0.001,339.38,0.117,1.117e6,2.5,4.909,0.05,0.132,0.005
4.373,258.136,258.136,38.348,38.599,-14.25,14.276,21.588,0.004,21.588,89.989,4.397,0.861,28.61,-80.6,0.068,9.906e-5,-0.976,-0.001,80.431,89.987,60.459,12.3,9.526e-4,9.847e-6,9.791,31.918,23.959,3.184,0,0,0.274,0.618,0.433,0.064,0.122,0.618,0.014,0.045,2.594e-4,0,0,0,0,-1.505e-5,2.114,90,13.322,982.975,0.001,339.372,0.115,1.097e6,2.5,4.909,0.05,0.133,0.005
4.423,260.035,260.035,37.64,37.891,-14.074,14.103,21.807,0.004,21.807,89.989,4.353,0.902,28.61,-80.6,0.117,1.028e-4,1.228,-0.002,80.428,89.987,60.459,12.3,9.526e-4,9.847e-6,9.791,31.903,23.959,3.177,0,0,0.264,0.618,0.433,0.063,0.122,0.618,0.024,0.078,2.13e-4,0,0,0,0,2.471e-5,2.074,90,13.31,982.752,0.001,339.365,0.113,1.076e6,2.5,4.909,0.05,0.133,0.005
4.473,261.9,261.9,36.94,37.191,-13.932,13.954,22.023,0.004,22.023,89.989,4.31,0.773,28.61,-80.6,0.043,1.016e-4,3.141,0.002,80.311,89.985,60.459,12.3,9.526e-4,9.847e-6,9.791,31.926,23.959,3.187,0,0,0.255,0.618,0.433,0.063,0.122,0.618,0.009,0.028,3.293e-4,0,0,0,0,1.677e-4,2.025,90,13.298,982.534,0.001,339.357,0.11,1.056e6,2.5,4.909,0.05,0.134,0.005
4.523,263.73,263.73,36.247,36.498,-13.784,13.803,22.238,0.004,22.238,89.989,4.275,0.721,28.61,-80.6,0.017,1.016e-4,3.053,-0.022,80.155,89.984,60.459,12.3,9.526e-4,9.847e-6,9.791,31.934,23.959,3.19,0,0,0.245,0.618,0.433,0.063,0.122,0.618,0.004,0.011,-3.654e-4,0,0,0,0,1.645e-4,2.026,90,13.286,982.319,0.001,339.35,0.108,1.037e6,2.5,4.909,0.05,0.134,0.005
4.573,265.525,265.525,35.562,35.813,-13.633,13.652,22.451,0.004,22.451,89.989,4.237,0.725,28.61,-80.6,0.032,1.02e-4,3.964,0.03,79.98,89.986,60.459,12.3,9.526e-4,9.847e-6,9.791,31.929,23.959,3.188,0,0,0.236,0.618,0.433,0.063,0.121,0.618,0.007,0.021,3.245e-4,0,0,0,0,2.878e-4,2.066,90,13.274,982.108,0.001,339.343,0.106,1.018e6,2.5,4.909,0.05,0.135,0.005
4.623,267.286,267.286,34.883,35.136,-13.485,13.505,22.662,0.005,22.662,89.989,4.203,0.736,28.61,-80.6,0.051,1.017e-4,4.147,0.051,79.779,89.988,60.459,12.3,9.526e-4,9.847e-6,9.791,31.922,23.959,3.185,0,0,0.228,0.618,0.433,0.063,0.121,0.618,0.011,0.034,-9.393e-5,0,0,0,0,3.268e-4,2.119,90,13.263,981.902,0.001,339.336,0.104,9.988e5,2.5,4.909,0.05,0.135,0.005
4.673,269.013,269.013,34.213,34.466,-13.354,13.371,22.871,0.005,22.871,89.989,4.165,0.676,28.61,-80.6,0.011,1.025e-4,5.548,0.244,79.533,89.988,60.459,12.3,9.526e-4,9.847e-6,9.791,31.935,23.959,3.19,0,0,0.219,0.618,0.433,0.063,0.121,0.618,0.002,0.006,1.654e-4,0,0,0,0,6.075e-4,2.163,90,13.251,981.699,0.001,339.329,0.103,9.801e5,2.5,4.909,0.05,0.136,0.004
4.723,270.707,270.707,33.548,33.802,-13.257,13.264,23.078,0.005,23.078,89.988,4.137,0.443,28.61,-80.6,0.182,1.023e-4,-4.026,0.009,79.281,89.986,60.459,12.3,9.526e-4,9.847e-6,9.791,31.882,23.959,3.169,0,0,0.211,0.618,0.433,0.063,0.121,0.618,0.038,0.12,-1.28e-4,0,0,0,0,-3.325e-4,2.104,90,13.24,981.501,0.001,339.323,0.101,9.611e5,2.5,4.909,0.05,0.136,0.004
4.773,272.368,272.368,32.888,33.145,-13.128,13.134,23.285,0.005,23.285,89.988,4.117,0.397,28.61,-80.6,0.213,1.076e-4,-0.356,0.005,79.171,89.984,60.459,12.3,9.526e-4,9.847e-6,9.791,31.872,23.959,3.165,0,0,0.203,0.618,0.433,0.063,0.121,0.618,0.044,0.141,3.796e-4,0,0,0,0,-2.699e-6,2.047,90,13.23,981.306,0.001,339.316,0.099,9.423e5,2.5,4.909,0.05,0.136,0.004
4.823,273.996,273.996,32.236,32.494,-12.935,12.956,23.49,0.005,23.49,89.988,4.092,0.736,28.61,-80.6,0.121,1.073e-4,-1.464,0.005,79.221,89.984,60.459,12.3,9.526e-4,9.847e-6,9.791,31.9,23.959,3.176,0,0,0.195,0.617,0.433,0.063,0.121,0.618,0.025,0.08,-4.665e-4,0,0,0,0,-4.75e-5,2.115,90,13.219,981.115,0.001,339.31,0.097,9.244e5,2.5,4.909,0.05,0.137,0.004
4.873,275.592,275.592,31.594,31.852,-12.772,12.806,23.694,0.005,23.694,89.988,4.045,0.943,28.61,-80.6,0.344,1.093e-4,3.547,0.006,79.18,89.985,60.459,12.3,9.526e-4,9.847e-6,9.791,31.831,23.959,3.149,0,0,0.188,0.617,0.433,0.063,0.121,0.618,0.072,0.227,-4.549e-4,0,0,0,0,2.897e-4,2.19,90,13.209,980.928,0.001,339.303,0.095,9.067e5,2.5,4.909,0.039,0.137,0.004
4.911,276.803,276.803,31.102,31.359,-12.705,12.729,23.849,0.005,23.849,89.988,4.012,0.774,28.61,-80.6,0.196,1.074e-4,6.587,0.014,78.978,89.986,60.459,12.3,9.526e-4,9.847e-6,9.791,31.876,23.959,3.167,0,0,0.182,0.617,0.433,0.063,0.121,0.617,0.041,0.129,-2.57e-4,0,0,0,0,0.001,2.156,90,13.201,980.786,0.001,339.299,0.093,8.926e5,2.5,4.909,0.05,0.138,0.004
4.961,278.343,278.343,30.469,30.727,-12.618,12.632,24.049,0.005,24.049,89.988,3.978,0.606,28.61,-80.6,0.032,1.065e-4,8.196,0.139,78.599,89.988,60.459,12.3,9.526e-4,9.847e-6,9.791,31.927,23.959,3.187,0,0,0.175,0.617,0.433,0.063,0.121,0.617,0.007,0.02,3.62e-4,0,0,0,0,0.002,2.184,90,13.191,980.605,0.001,339.293,0.092,8.75e5,2.5,4.909,0.05,0.138,0.004
5.011,279.85,279.85,29.84,30.1,-12.526,12.536,24.247,0.005,24.247,89.988,3.951,0.49,28.61,-80.6,0.089,1.063e-4,-7.723,0.046,78.194,89.988,60.459,12.3,9.526e-4,9.847e-6,9.791,31.909,23.959,3.18,0,0,0.168,0.617,0.433,0.063,0.121,0.617,0.019,0.06,-2.215e-4,0,0,0,0,-0.002,2.238,90,13.181,980.428,0.001,339.287,0.09,8.577e5,2.5,4.909,0.05,0.139,0.004
5.061,281.327,281.327,29.216,29.479,-12.428,12.435,24.444,0.005,24.444,89.988,3.928,0.428,28.61,-80.6,0.155,1.058e-4,-6.082,0.015,77.846,89.986,60.459,12.3,9.526e-4,9.847e-6,9.791,31.889,23.959,3.172,0,0,0.161,0.617,0.433,0.063,0.121,0.617,0.032,0.103,-1.459e-4,0,0,0,0,-9.903e-4,2.281,90,13.171,980.255,0.001,339.281,0.088,8.405e5,2.5,4.909,0.05,0.139,0.004
5.111,282.772,282.772,28.597,28.863,-12.329,12.335,24.64,0.005,24.64,89.988,3.908,0.374,28.61,-80.6,0.211,1.033e-4,-3.71,0.004,77.599,89.984,60.459,12.3,9.526e-4,9.847e-6,9.791,31.871,23.959,3.165,0,0,0.155,0.617,0.433,0.063,0.121,0.617,0.044,0.139,2.965e-4,0,0,0,0,-3.842e-4,2.269,90,13.162,980.086,0.001,339.275,0.086,8.232e5,2.5,4.909,0.05,0.14,0.004
5.161,284.186,284.186,27.983,28.252,-12.217,12.223,24.835,0.005,24.835,89.988,3.89,0.392,28.61,-80.6,0.176,1.042e-4,-1.07,2.915e-4,77.482,89.983,60.459,12.3,9.526e-4,9.847e-6,9.791,31.882,23.959,3.169,0,0,0.148,0.617,0.433,0.063,0.121,0.617,0.037,0.117,1.983e-4,0,0,0,0,-3.331e-5,2.233,90,13.153,979.92,0.001,339.269,0.084,8.059e5,2.5,4.909,0.05,0.14,0.004
5.211,285.57,285.57,27.376,27.648,-12.076,12.089,25.029,0.005,25.029,89.988,3.866,0.562,28.61,-80.6,0.062,1.035e-4,0.405,6.365e-5,77.457,89.983,60.459,12.3,9.526e-4,9.847e-6,9.791,31.917,23.959,3.183,0,0,0.142,0.617,0.433,0.063,0.121,0.617,0.013,0.041,1.636e-4,0,0,0,0,4.973e-6,2.256,90,13.144,979.757,0.001,339.264,0.083,7.892e5,2.5,4.909,0.05,0.14,0.004
5.261,286.924,286.924,26.775,27.049,-11.958,11.975,25.221,0.006,25.221,89.987,3.835,0.632,28.61,-80.6,0.186,1.034e-4,2.055,-6.916e-4,77.4,89.983,60.459,12.3,9.526e-4,9.847e-6,9.791,31.879,23.959,3.168,0,0,0.136,0.617,0.433,0.063,0.121,0.617,0.039,0.123,-3.168e-4,0,0,0,0,1.339e-4,2.241,90,13.135,979.599,0.001,339.259,0.081,7.723e5,2.5,4.909,0.05,0.141,0.003
5.311,288.248,288.248,26.179,26.455,-11.88,11.892,25.412,0.006,25.412,89.987,3.806,0.526,28.61,-80.6,0.068,1.037e-4,3.419,0.009,77.258,89.984,60.459,12.3,9.526e-4,9.847e-6,9.791,31.915,23.959,3.182,0,0,0.13,0.617,0.433,0.063,0.121,0.617,0.014,0.045,-3.327e-4,0,0,0,0,3.875e-4,2.146,90,13.126,979.443,0.001,339.253,0.079,7.551e5,2.5,4.909,0.05,0.141,0.003
5.361,289.542,289.542,25.587,25.865,-11.801,11.809,25.602,0.006,25.602,89.987,3.782,0.446,28.61,-80.6,0.026,1.038e-4,-3.582,0.05,77.079,89.985,60.459,12.3,9.526e-4,9.847e-6,9.791,31.928,23.959,3.187,0,0,0.124,0.617,0.433,0.063,0.121,0.617,0.005,0.017,2.974e-4,0,0,0,0,-4.449e-4,2.076,90,13.118,979.292,0.001,339.248,0.077,7.382e5,2.5,4.909,0.05,0.142,0.003
5.411,290.807,290.807,25,25.281,-11.693,11.704,25.791,0.006,25.791,89.987,3.76,0.517,28.61,-80.6,0.106,1.033e-4,3.399,0.017,76.91,89.986,60.459,12.3,9.526e-4,9.847e-6,9.791,31.903,23.959,3.177,0,0,0.119,0.617,0.433,0.063,0.121,0.617,0.022,0.069,-3.941e-4,0,0,0,0,4.186e-4,2.102,90,13.11,979.143,0.001,339.243,0.076,7.221e5,2.5,4.909,0.05,0.142,0.003
5.461,292.042,292.042,24.419,24.702,-11.552,11.577,25.978,0.006,25.978,89.987,3.725,0.772,28.61,-80.6,0.531,1.033e-4,7.113,-3.025e-5,76.662,89.986,60.459,12.3,9.526e-4,9.847e-6,9.791,31.773,23.959,3.125,0,0,0.114,0.617,0.433,0.063,0.121,0.618,0.112,0.348,4.456e-4,0,0,0,0,0.002,2.304,90,13.102,978.998,0.001,339.239,0.074,7.072e5,2.5,4.909,0.041,0.143,0.003
5.503,293.042,293.042,23.942,24.226,-11.526,11.54,26.131,0.006,26.131,89.987,3.697,0.554,28.61,-80.6,0.203,1.037e-4,9.834,-0.003,76.303,89.984,60.459,12.3,9.526e-4,9.847e-6,9.791,31.873,23.959,3.165,0,0,0.11,0.617,0.433,0.063,0.121,0.617,0.042,0.13,-2.433e-4,0,0,0,0,0.004,2.228,90,13.095,978.881,0.001,339.235,0.073,6.934e5,2.5,4.909,0.05,0.143,0.003
5.553,294.224,294.224,23.367,23.654,-11.473,11.481,26.315,0.006,26.315,89.987,3.673,0.427,28.61,-80.6,0.004,1.04e-4,-10.618,-0.86,75.783,89.983,60.459,12.3,9.526e-4,9.847e-6,9.791,31.934,23.959,3.19,0,0,0.105,0.617,0.433,0.063,0.121,0.617,7.763e-4,0.008,2.941e-4,0,0,0,0,-0.005,2.245,90,13.088,978.742,0.001,339.23,0.071,6.777e5,2.5,4.909,0.05,0.144,0.003
5.603,295.378,295.378,22.795,23.086,-11.422,11.426,26.499,0.006,26.499,89.987,3.655,0.308,28.61,-80.6,0.214,1.042e-4,-9.689,-0.023,75.268,89.981,60.459,12.3,9.526e-4,9.847e-6,9.791,31.869,23.959,3.164,0,0,0.1,0.617,0.433,0.063,0.121,0.617,0.045,0.145,2.234e-4,0,0,0,0,-0.004,2.248,90,13.08,978.607,0.001,339.225,0.069,6.619e5,2.5,4.909,0.05,0.144,0.003
5.653,296.504,296.504,22.224,22.521,-11.388,11.389,26.681,0.006,26.681,89.987,3.644,0.131,28.61,-80.6,0.546,1.049e-4,-6.534,-0.008,74.853,89.981,60.459,12.3,9.526e-4,9.847e-6,9.791,31.767,23.959,3.123,0,0,0.095,0.617,0.433,0.063,0.121,0.618,0.115,0.361,2.456e-4,0,0,0,0,-0.002,2.145,90,13.073,978.475,0.001,339.221,0.068,6.455e5,2.5,4.909,0.048,0.144,0.003
5.7,297.552,297.552,21.683,21.986,-11.302,11.303,26.855,0.006,26.855,89.987,3.637,0.178,28.61,-80.6,0.453,1.039e-4,-2.856,-0.008,74.632,89.982,60.459,12.3,9.526e-4,9.847e-6,9.791,31.796,23.959,3.135,0,0,0.091,0.617,0.433,0.063,0.121,0.617,0.095,0.299,1.628e-4,0,0,0,0,-3.87e-4,2.138,90,13.066,978.352,0.001,339.217,0.066,6.306e5,2.5,4.909,0.05,0.145,0.003
5.75,298.622,298.622,21.121,21.429,-11.17,11.177,27.036,0.006,27.036,89.987,3.623,0.393,28.61,-80.6,0.018,1.03e-4,1.255,0.01,74.543,89.983,60.459,12.3,9.526e-4,9.847e-6,9.791,31.929,23.959,3.188,0,0,0.087,0.617,0.433,0.063,0.121,0.617,0.004,0.012,4.202e-5,0,0,0,0,7.836e-5,2.225,90,13.059,978.227,0.001,339.213,0.065,6.159e5,2.5,4.909,0.05,0.145,0.003
5.8,299.664,299.664,20.565,20.878,-11.071,11.082,27.217,0.006,27.217,89.986,3.601,0.489,28.61,-80.6,0.272,1.037e-4,2.258,0.009,74.462,89.984,60.459,12.3,9.526e-4,9.847e-6,9.791,31.851,23.959,3.157,0,0,0.082,0.617,0.433,0.063,0.121,0.617,0.057,0.18,3.899e-4,0,0,0,0,2.667e-4,2.222,90,13.052,978.104,0.001,339.209,0.063,6.006e5,2.5,4.909,0.05,0.146,0.003
5.85,300.679,300.679,20.014,20.331,-10.957,10.977,27.396,0.007,27.396,89.986,3.572,0.661,28.61,-80.6,0.714,1.05e-4,5.51,0.005,74.279,89.985,60.459,12.3,9.526e-4,9.847e-6,9.791,31.717,23.959,3.103,0,0,0.079,0.617,0.433,0.063,0.12,0.618,0.151,0.467,-3.139e-6,0,0,0,0,0.002,2.332,90,13.046,977.985,0.001,339.205,0.062,5.863e5,2.5,4.909,0.045,0.146,0.003
5.895,301.564,301.564,19.525,19.844,-10.907,10.924,27.556,0.007,27.556,89.986,3.543,0.615,28.61,-80.6,0.66,1.05e-4,9.329,0.004,73.945,89.985,60.459,12.3,9.526e-4,9.847e-6,9.791,31.733,23.959,3.109,0,0,0.075,0.617,0.433,0.063,0.12,0.618,0.14,0.429,3.618e-4,0,0,0,0,0.005,2.32,90,13.04,977.882,0.001,339.201,0.06,5.728e5,2.5,4.909,0.05,0.147,0.003
5.945,302.526,302.526,18.981,19.303,-10.869,10.881,27.732,0.007,27.732,89.986,3.515,0.504,28.61,-80.6,0.432,1.033e-4,12.526,0.002,73.392,89.984,60.459,12.3,9.526e-4,9.847e-6,9.791,31.802,23.959,3.137,0,0,0.071,0.617,0.433,0.063,0.12,0.617,0.091,0.275,-1.435e-4,0,0,0,0,0.01,2.303,90,13.034,977.769,0.001,339.197,0.059,5.577e5,2.5,4.909,0.05,0.147,0.002
5.995,303.462,303.462,18.437,18.766,-10.872,10.875,27.907,0.007,27.907,89.986,3.496,0.263,28.61,-80.6,0.191,1.033e-4,-13.184,0.015,72.735,89.983,60.459,12.3,9.526e-4,9.847e-6,9.791,31.875,23.959,3.166,0,0,0.067,0.617,0.433,0.063,0.12,0.617,0.04,0.137,4.117e-5,0,0,0,0,-0.011,2.167,90,13.027,977.659,0.001,339.194,0.057,5.418e5,2.5,4.909,0.05,0.148,0.002
6.045,304.37,304.37,17.894,18.231,-10.846,10.847,28.082,0.007,28.082,89.986,3.486,0.15,28.61,-80.6,0.513,1.038e-4,-11.163,0.005,72.12,89.982,60.459,12.3,9.526e-4,9.847e-6,9.791,31.777,23.959,3.127,0,0,0.063,0.617,0.433,0.063,0.12,0.618,0.108,0.347,-2.1e-4,0,0,0,0,-0.008,2.111,90,13.022,977.553,0.001,339.19,0.055,5.267e5,2.5,4.909,0.05,0.148,0.002
6.095,305.251,305.251,17.353,17.699,-10.785,10.786,28.256,0.007,28.256,89.986,3.478,0.158,28.61,-80.6,0.49,1.039e-4,-8.538,5.859e-4,71.629,89.981,60.459,12.3,9.526e-4,9.847e-6,9.791,31.784,23.959,3.13,0,0,0.06,0.617,0.433,0.063,0.12,0.618,0.103,0.328,1.38e-4,0,0,0,0,-0.005,2.121,90,13.016,977.449,0.001,339.187,0.054,5.122e5,2.5,4.909,0.05,0.149,0.002
6.145,306.105,306.105,16.815,17.17,-10.732,10.733,28.429,0.007,28.429,89.986,3.471,0.139,28.61,-80.6,0.541,1.04e-4,-6.094,6.978e-4,71.263,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,31.768,23.959,3.124,0,0,0.057,0.617,0.433,0.063,0.12,0.618,0.114,0.359,8.241e-6,0,0,0,0,-0.003,2.057,90,13.01,977.349,0.001,339.183,0.052,4.971e5,2.5,4.909,0.05,0.15,0.002
6.195,306.933,306.933,16.28,16.645,-10.672,10.673,28.603,0.007,28.603,89.986,3.464,0.145,28.61,-80.6,0.505,1.046e-4,-3.739,-0.001,71.018,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,31.779,23.959,3.128,0,0,0.053,0.617,0.433,0.063,0.12,0.618,0.106,0.334,2.306e-4,0,0,0,0,-0.001,1.976,90,13.005,977.252,0.001,339.18,0.051,4.821e5,2.5,4.909,0.05,0.15,0.002
6.245,307.733,307.733,15.749,16.123,-10.597,10.599,28.776,0.007,28.776,89.986,3.455,0.198,28.61,-80.6,0.283,1.04e-4,-2.058,-0.003,70.878,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,31.847,23.959,3.155,0,0,0.05,0.617,0.433,0.064,0.12,0.617,0.059,0.187,-4.886e-4,0,0,0,0,-3.654e-4,1.918,90,13,977.158,0.001,339.177,0.049,4.673e5,2.5,4.909,0.05,0.151,0.002
6.295,308.508,308.508,15.221,15.605,-10.523,10.526,28.948,0.007,28.948,89.986,3.444,0.255,28.61,-80.6,0.006,1.039e-4,-1.48,-0.062,70.794,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,31.932,23.959,3.189,0,0,0.047,0.617,0.433,0.064,0.12,0.617,0.001,0.005,2.651e-4,0,0,0,0,-2.015e-4,1.856,90,12.995,977.067,0.001,339.174,0.048,4.526e5,2.5,4.909,0.05,0.151,0.002
6.345,309.255,309.255,14.696,15.091,-10.445,10.45,29.12,0.007,29.12,89.985,3.429,0.336,28.61,-80.6,0.403,1.038e-4,2.186,0.002,70.708,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,31.81,23.959,3.14,0,0,0.044,0.617,0.433,0.064,0.12,0.618,0.085,0.265,4.662e-4,0,0,0,0,4.684e-4,1.831,90,12.99,976.98,0.001,339.171,0.046,4.383e5,2.5,4.909,0.05,0.152,0.002
6.395,309.977,309.977,14.175,14.58,-10.406,10.41,29.291,0.008,29.291,89.985,3.413,0.292,28.61,-80.6,0.301,1.04e-4,3.458,0.005,70.565,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,31.841,23.959,3.153,0,0,0.041,0.617,0.433,0.064,0.12,0.617,0.063,0.197,-6.551e-5,0,0,0,0,0.001,1.672,90,12.985,976.895,0.001,339.168,0.044,4.228e5,2.5,4.909,0.05,0.153,0.002
6.445,310.673,310.673,13.657,14.073,-10.307,10.317,29.461,0.008,29.461,89.985,3.395,0.459,28.61,-80.6,1.163,1.032e-4,5.651,0.003,70.348,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,31.583,23.959,3.049,0,0,0.039,0.617,0.433,0.064,0.12,0.62,0.25,0.758,-2.89e-4,0,0,0,0,0.004,1.797,90,12.981,976.813,0.001,339.165,0.043,4.102e5,2.5,4.909,0.05,0.153,0.002
